problem;set;formula;selected;occurrences
Cc3t;set3;T1+((T1+d)-P1);FALSE;0
Cc3t;set3;((T1-d)-P1)+P1;FALSE;0
Cc3t;set3;((T1+P1)+T1)-d;FALSE;0
Cc3t;set3;T1+(P1+(P1-d));FALSE;0
Cc3t;set3;((T1+d)+P1)+d;FALSE;0
Cc3t;set3;T1+((P1+d)+d);FALSE;0
Cc3t;set3;T1-((P1+d)+P1);FALSE;0
Cc3t;set3;(T1+P1)+(T1-d);FALSE;0
Cc3t;set3;T1+((P1+d)-d);FALSE;0
Cc3t;set3;(T1+P1)-(T1+d);FALSE;0
Cc3t;set3;((T1-P1)+d)-d;FALSE;0
Cc3t;set3;(T1-(P1+d))+P1;FALSE;0
Cc3t;set3;((T1-P1)+P1)-d;FALSE;0
Cc3t;set3;P1+(T1-(T1-d));FALSE;0
Cc3t;set3;(T1+P1)+(P1+d);FALSE;0
Cc3t;set3;((T1+P1)+d)+d;FALSE;0
Cc3t;set3;(T1-(P1-d))+d;FALSE;0
Cc3t;set3;(T1+(P1-d))-T1;FALSE;0
Cc3t;set3;T1+((P1+d)+P1);FALSE;0
Cc3t;set3;((T1+d)+d)-P1;FALSE;0
Cc3t;set3;((T1-d)+P1)-P1;FALSE;0
Cc3t;set3;((T1-d)-P1)-d;FALSE;0
Cc3t;set3;T1+(P1-(P1-d));FALSE;0
Cc3t;set3;(T1-d)-(P1-d);FALSE;0
Cc3t;set3;T1+((P1-d)-d);FALSE;0
Cc3t;set3;(T1-P1)-(P1-d);FALSE;0
Cc3t;set3;((T1-P1)-d)-P1;FALSE;0
Cc3t;set3;T1-((P1+d)+d);FALSE;0
Cc3t;set3;((T1+d)+T1)-P1;FALSE;0
Cc3t;set3;((T1+P1)-T1)+d;FALSE;0
Cc3t;set3;(T1+(P1+d))+P1;FALSE;0
Cc3t;set3;(T1+(P1+d))-T1;FALSE;0
Cc3t;set3;T1+(T1-(P1+d));FALSE;0
Cc3t;set3;((T1-P1)+d)-P1;FALSE;0
Cc3t;set3;((T1+P1)+T1)+d;FALSE;0
Cc3t;set3;((T1+d)+d)+P1;FALSE;0
Cc3t;set3;(T1-(P1+d))+d;FALSE;0
Cc3t;set3;((T1+d)-d)+P1;FALSE;0
Cc3t;set3;((T1-d)+P1)-d;FALSE;0
Cc3t;set3;(T1+P1)-(P1+d);FALSE;0
Cc3t;set3;((T1+P1)+P1)-d;FALSE;0
Cc3t;set3;T1+((T1-P1)-d);FALSE;0
Cc3t;set3;(T1+(P1+d))+d;FALSE;0
Cc3t;set3;((T1-d)-d)-P1;FALSE;0
Cc3t;set3;((T1+P1)-P1)-d;FALSE;0
Cc3t;set3;(T1-(P1+d))-P1;FALSE;0
Cc3t;set3;T1-((T1-P1)+d);FALSE;0
Cc3t;set3;T1-(T1-(P1+d));FALSE;0
Cc3t;set3;((T1+P1)+d)+T1;FALSE;0
Cc3t;set3;((T1+P1)-d)+T1;FALSE;0
Cc3t;set3;(T1+(P1-d))+P1;FALSE;0
Cc3t;set3;(T1+(T1-d))-P1;FALSE;0
Cc3t;set3;((T1+d)+P1)-P1;FALSE;0
Cc3t;set3;T1-((P1-d)-d);FALSE;0
Cc3t;set3;((T1+d)-P1)+P1;FALSE;0
Cc3t;set3;((T1-d)+P1)+T1;FALSE;0
Cc3t;set3;((T1+P1)-d)+P1;FALSE;0
Cc3t;set3;((T1+P1)+d)-T1;FALSE;0
Cc3t;set3;(T1-d)+(P1-d);FALSE;0
Cc3t;set3;((T1-P1)+d)+d;FALSE;0
Cc3t;set3;(T1-(T1-P1))-d;FALSE;0
Cc3t;set3;(T1-d)-(T1-P1);FALSE;1
Cc3t;set3;((T1-P1)-d)+d;FALSE;0
Cc3t;set3;T1-((T1+d)-P1);FALSE;0
Cc3t;set3;(T1+(P1-d))+d;FALSE;0
Cc3t;set3;((T1+P1)-d)-T1;FALSE;0
Cc3t;set3;(T1-P1)+(P1+d);TRUE;0
Cc3t;set3;T1-(T1-(P1-d));FALSE;0
Cc3t;set3;((T1-P1)-P1)-d;FALSE;0
Cc3t;set3;T1-(P1-(P1-d));FALSE;0
Cc3t;set3;((T1-d)+d)+P1;FALSE;0
Cc3t;set3;((T1+d)+P1)+T1;FALSE;0
Cc3t;set3;(T1-(P1+d))-d;FALSE;0
Cc3t;set3;((T1-d)-P1)-P1;FALSE;0
Cc3t;set3;((T1+d)-d)-P1;FALSE;0
Cc3t;set3;(T1+d)+(P1+d);FALSE;0
Cc3t;set3;((T1-P1)+d)+P1;FALSE;0
Cc3t;set3;(T1-d)-(P1+d);FALSE;0
Cc3t;set3;(T1+d)-(T1-P1);FALSE;0
Cc3t;set3;(T1+P1)-(T1-d);FALSE;0
Cc3t;set3;(T1+P1)+(P1-d);FALSE;0
Cc3t;set3;P1-(T1-(T1-d));FALSE;0
Cc3t;set3;((T1+P1)-d)-P1;FALSE;0
Cc3t;set3;T1+((T1-P1)+d);FALSE;0
Cc3t;set3;((T1-d)+P1)-T1;FALSE;0
Cc3t;set3;((T1+d)-P1)-d;FALSE;0
Cc3t;set3;P1-((T1+d)-T1);FALSE;0
Cc3t;set3;((T1+P1)+P1)+d;FALSE;0
Cc3t;set3;(T1+(P1-d))-P1;FALSE;0
Cc3t;set3;((T1+P1)+d)-P1;FALSE;0
Cc3t;set3;T1-((T1-d)-P1);FALSE;0
Cc3t;set3;(T1+(T1-P1))-d;TRUE;0
Cc3t;set3;((T1-P1)-d)-d;FALSE;0
Cc3t;set3;(T1+d)+(P1-d);FALSE;0
Cc3t;set3;((T1+P1)-T1)-d;FALSE;0
Cc3t;set3;((T1+P1)-d)+d;FALSE;0
Cc3t;set3;((T1+P1)-P1)+d;FALSE;0
Cc3t;set3;((T1-d)-d)+P1;FALSE;0
Cc3t;set3;(T1-(P1-d))-P1;FALSE;0
Cc3t;set3;((T1+P1)+d)-d;FALSE;0
Cc3t;set3;T1-(P1+(P1-d));FALSE;0
Cc3t;set3;(T1-d)+(P1+d);FALSE;0
Cc3t;set3;(T1+P1)+(T1+d);FALSE;0
Cc3t;set3;(T1+(P1+d))+T1;FALSE;0
Cc3t;set3;((T1-P1)+P1)+d;FALSE;0
Cc3t;set3;T1+(T1-(P1-d));FALSE;0
Cc3t;set3;T1+((T1-d)-P1);FALSE;0
Cc3t;set3;(T1-P1)-(P1+d);FALSE;0
Cc3t;set3;(T1+d)-(P1-d);FALSE;0
Cc3t;set3;((T1+d)+P1)-d;FALSE;0
Cc3t;set3;(T1+(T1-d))+P1;FALSE;0
Cc3t;set3;(T1+(P1-d))-d;FALSE;0
Cc3t;set3;((T1+P1)+d)+P1;FALSE;0
Cc3t;set3;((T1-P1)-P1)+d;FALSE;0
Cc3t;set3;((T1-d)+d)-P1;FALSE;0
Cc3t;set3;T1-((T1-P1)-d);FALSE;0
Cc3t;set3;((T1+d)+P1)+P1;FALSE;0
Cc3t;set3;((T1-P1)-d)+P1;FALSE;0
Cc3t;set3;((T1+d)+P1)-T1;FALSE;0
Cc3t;set3;(T1+(P1+d))-P1;FALSE;0
Cc3t;set3;T1+((P1-d)+d);FALSE;0
Cc3t;set3;((T1-d)+P1)+P1;FALSE;0
Cc3t;set3;((T1+d)-P1)+d;FALSE;0
Cc3t;set3;((T1+d)+T1)+P1;FALSE;0
Cc3t;set3;(T1+(P1-d))+T1;FALSE;0
Cc3t;set3;(T1+d)-(P1+d);FALSE;0
Cc3t;set3;(T1-(P1-d))+P1;FALSE;0
Cc3t;set3;(T1+(P1+d))-d;FALSE;0
Cc3t;set3;T1-((P1-d)+d);FALSE;0
Cc3t;set3;(T1-(P1-d))-d;FALSE;0
Cc3t;set3;((T1-d)-P1)+d;FALSE;0
Cc3t;set3;P1+((T1+d)-T1);FALSE;0
Cc3t;set3;(T1-(T1-P1))+d;FALSE;0
Cc3t;set3;((T1+d)-P1)-P1;FALSE;0
Cc1t;set0;T1+d;TRUE;1
Cc1t;set0;T1+P1;FALSE;0
Cc1t;set0;P1-d;TRUE;5
Cc1t;set0;T1-P1;FALSE;3
Cc1t;set0;P1+d;TRUE;1
Cc1t;set1;T1+(P1+d);TRUE;0
Cc1t;set1;(T1+d)+P1;FALSE;0
Cc1t;set1;(T1+P1)-d;TRUE;1
Cc1t;set1;T1-(P1-d);TRUE;3
Cc1t;set1;(T1+d)-P1;FALSE;0
Cc1t;set1;(T1-P1)-d;FALSE;2
Cc1t;set1;(T1-P1)+d;TRUE;19
Cc1t;set1;(T1-d)+P1;FALSE;0
Cc1t;set1;T1+(P1-d);TRUE;2
Cc1t;set1;(T1+P1)+d;FALSE;0
Cc1t;set1;(T1-d)-P1;FALSE;0
Cc1t;set1;T1-(P1+d);FALSE;0
Cc1t;set2;T1+(T1-d);TRUE;0
Cc1t;set2;d-(P1-d);FALSE;0
Cc1t;set2;P1+(P1-d);FALSE;9
Cc1t;set2;(T1-d)-d;FALSE;1
Cc1t;set2;(T1+d)-d;FALSE;1
Cc1t;set2;T1-(T1-d);FALSE;0
Cc1t;set2;(T1+P1)-P1;FALSE;0
Cc1t;set2;(T1+P1)-T1;FALSE;0
Cc1t;set2;(T1+P1)+T1;FALSE;0
Cc1t;set2;(T1+P1)+P1;FALSE;0
Cc1t;set2;T1-(T1-P1);FALSE;0
Cc1t;set2;(T1-P1)-P1;FALSE;0
Cc1t;set2;(T1-P1)+P1;FALSE;0
Cc1t;set2;(T1+d)+d;FALSE;0
Cc1t;set2;(P1+d)+P1;FALSE;0
Cc1t;set2;(T1+d)-T1;FALSE;0
Cc1t;set2;P1-(P1-d);FALSE;0
Cc1t;set2;(P1+d)-P1;FALSE;0
Cc1t;set2;(T1-d)+d;FALSE;0
Cc1t;set2;(P1+d)+d;FALSE;1
Cc1t;set2;d+(P1-d);FALSE;0
Cc1t;set2;T1+(T1-P1);FALSE;0
Cc1t;set2;(P1+d)-d;FALSE;0
Cc1t;set2;(T1+d)+T1;FALSE;0
Cc1t;set3;(T1+d)+(T1-P1);TRUE;0
Cc1t;set3;((T1-d)+P1)+d;FALSE;0
Cc1t;set3;T1-((P1+d)-d);FALSE;0
Cc1t;set3;T1+((P1+d)-P1);FALSE;0
Cc1t;set3;(T1+P1)-(P1-d);TRUE;0
Cc1t;set3;T1-((P1+d)-P1);TRUE;0
Cc1t;set3;(T1+(T1-P1))+d;FALSE;0
Cc1t;set3;P1-(T1-(P1+d));FALSE;0
Cc1t;set3;(T1-d)+(T1-P1);TRUE;0
Cc1t;set3;T1+((T1+d)-P1);FALSE;0
Cc1t;set3;((T1+P1)+T1)-d;FALSE;0
Cc1t;set3;T1+(P1+(P1-d));FALSE;0
Cc1t;set3;((T1+d)+P1)+d;FALSE;0
Cc1t;set3;T1+((P1+d)+d);FALSE;0
Cc1t;set3;(T1+P1)+(T1-d);FALSE;0
Cc1t;set3;(T1+(T1-d))+P1;FALSE;0
Cc1t;set3;T1+((P1+d)-d);FALSE;0
Cc1t;set3;(T1+P1)-(T1+d);FALSE;0
Cc1t;set3;((T1-P1)+d)-d;FALSE;0
Cc1t;set3;((T1-P1)+P1)-d;FALSE;0
Cc1t;set3;P1+(T1-(T1-d));FALSE;0
Cc1t;set3;(T1+P1)+(P1+d);FALSE;0
Cc1t;set3;((T1+P1)+d)+d;FALSE;0
Cc1t;set3;((T1+P1)-d)+T1;FALSE;0
Cc1t;set3;(T1-(P1-d))+d;FALSE;0
Cc1t;set3;(T1+(P1-d))-T1;FALSE;0
Cc1t;set3;T1-(d+(P1-d));FALSE;0
Cc1t;set3;P1-((T1-d)-P1);FALSE;0
Cc1t;set3;((T1-d)+P1)-P1;FALSE;0
Cc1t;set3;((T1-d)-P1)-d;FALSE;0
Cc1t;set3;((P1+d)+P1)+T1;FALSE;0
Cc1t;set3;T1+(P1-(P1-d));FALSE;0
Cc1t;set3;(T1-d)-(P1-d);FALSE;0
Cc1t;set3;(T1-P1)-(P1-d);FALSE;1
Cc1t;set3;T1-((P1+d)+d);FALSE;0
Cc1t;set3;((T1+d)+T1)-P1;FALSE;0
Cc1t;set3;(T1+(P1+d))+P1;FALSE;0
Cc1t;set3;(T1+(P1+d))-T1;FALSE;0
Cc1t;set3;T1+(T1-(P1+d));FALSE;0
Cc1t;set3;P1+((T1-P1)-d);FALSE;0
Cc1t;set3;((T1-P1)+d)-P1;FALSE;0
Cc1t;set3;((T1+P1)+T1)+d;FALSE;0
Cc1t;set3;((T1+d)+d)+P1;FALSE;0
Cc1t;set3;(T1-(P1+d))+d;FALSE;0
Cc1t;set3;((T1+d)-d)+P1;FALSE;0
Cc1t;set3;((T1-d)+P1)-d;FALSE;0
Cc1t;set3;(T1+P1)-(P1+d);FALSE;0
Cc1t;set3;((T1+P1)+P1)-d;FALSE;0
Cc1t;set3;T1+((T1-P1)-d);FALSE;0
Cc1t;set3;(T1+(P1+d))+d;FALSE;0
Cc1t;set3;((T1-d)-d)-P1;FALSE;0
Cc1t;set3;((T1+P1)-P1)-d;FALSE;0
Cc1t;set3;T1+(d+(P1-d));FALSE;0
Cc1t;set3;T1-((T1-P1)+d);FALSE;0
Cc1t;set3;T1-(T1-(P1+d));FALSE;0
Cc1t;set3;d+((T1-P1)-P1);FALSE;0
Cc1t;set3;((T1+d)+P1)+T1;FALSE;0
Cc1t;set3;(T1+d)+(P1+d);FALSE;0
Cc1t;set3;(T1+(T1-d))-P1;FALSE;0
Cc1t;set3;((T1+d)+P1)-P1;FALSE;0
Cc1t;set3;((T1+d)-P1)+P1;FALSE;0
Cc1t;set3;((T1-d)+P1)+T1;FALSE;0
Cc1t;set3;((T1+P1)-d)+P1;FALSE;0
Cc1t;set3;((T1+P1)+d)-T1;FALSE;0
Cc1t;set3;(T1-d)+(P1-d);FALSE;0
Cc1t;set3;((T1-P1)+d)+d;FALSE;0
Cc1t;set3;(T1-(T1-P1))-d;FALSE;0
Cc1t;set3;(T1-d)-(T1-P1);FALSE;0
Cc1t;set3;((T1-P1)-d)+d;FALSE;0
Cc1t;set3;T1-((T1+d)-P1);FALSE;0
Cc1t;set3;T1-(d-(P1-d));FALSE;0
Cc1t;set3;(T1+(P1-d))+d;FALSE;0
Cc1t;set3;((T1+P1)-d)-T1;FALSE;0
Cc1t;set3;((T1+P1)-T1)+d;FALSE;0
Cc1t;set3;T1-(T1-(P1-d));TRUE;0
Cc1t;set3;T1-(P1-(P1-d));TRUE;0
Cc1t;set3;((T1-d)+d)+P1;FALSE;0
Cc1t;set3;((T1-P1)+d)+P1;FALSE;0
Cc1t;set3;((P1+d)+P1)-T1;FALSE;0
Cc1t;set3;((T1+d)-d)-P1;FALSE;0
Cc1t;set3;(T1+(P1-d))+P1;FALSE;0
Cc1t;set3;(T1-(P1+d))-d;FALSE;0
Cc1t;set3;(T1-d)-(P1+d);FALSE;0
Cc1t;set3;(T1+d)-(T1-P1);FALSE;0
Cc1t;set3;P1+((T1-d)-P1);FALSE;0
Cc1t;set3;(T1+P1)-(T1-d);FALSE;0
Cc1t;set3;(P1+d)-(T1-P1);FALSE;0
Cc1t;set3;P1-(T1-(T1-d));FALSE;0
Cc1t;set3;((T1+P1)-d)-P1;FALSE;0
Cc1t;set3;T1+((T1-P1)+d);FALSE;0
Cc1t;set3;((T1-d)+P1)-T1;FALSE;0
Cc1t;set3;d-((T1-P1)-P1);FALSE;0
Cc1t;set3;P1+(T1-(P1+d));FALSE;0
Cc1t;set3;P1-((T1+d)-T1);FALSE;0
Cc1t;set3;((T1+P1)+P1)+d;FALSE;0
Cc1t;set3;(T1+(P1-d))-P1;FALSE;0
Cc1t;set3;((T1+P1)+d)-P1;FALSE;0
Cc1t;set3;T1-((T1-d)-P1);FALSE;0
Cc1t;set3;(T1+(T1-P1))-d;TRUE;0
Cc1t;set3;((T1-P1)-d)-d;FALSE;0
Cc1t;set3;((T1+P1)-T1)-d;FALSE;0
Cc1t;set3;((T1+P1)-d)+d;FALSE;0
Cc1t;set3;((T1+P1)-P1)+d;FALSE;0
Cc1t;set3;((T1-d)-d)+P1;FALSE;0
Cc1t;set3;(T1-(P1-d))-P1;FALSE;0
Cc1t;set3;((T1+d)-P1)-d;FALSE;0
Cc1t;set3;T1-(P1+(P1-d));FALSE;0
Cc1t;set3;(T1-d)+(P1+d);FALSE;0
Cc1t;set3;(T1+P1)+(T1+d);FALSE;0
Cc1t;set3;(T1+(P1+d))+T1;FALSE;0
Cc1t;set3;((T1-P1)+P1)+d;FALSE;0
Cc1t;set3;T1+(T1-(P1-d));FALSE;0
Cc1t;set3;T1+((T1-d)-P1);FALSE;0
Cc1t;set3;(T1+d)-(P1-d);FALSE;0
Cc1t;set3;((T1+P1)+d)-d;FALSE;0
Cc1t;set3;((T1+P1)-d)-d;FALSE;0
Cc1t;set3;(P1+d)+(T1-P1);TRUE;0
Cc1t;set3;((T1+P1)+d)+T1;FALSE;0
Cc1t;set3;(T1+(P1-d))-d;FALSE;0
Cc1t;set3;((T1+P1)+d)+P1;FALSE;0
Cc1t;set3;((T1+d)+d)-P1;FALSE;0
Cc1t;set3;((T1+d)+P1)-d;FALSE;0
Cc1t;set3;((T1-d)+d)-P1;FALSE;0
Cc1t;set3;T1-((T1-P1)-d);FALSE;0
Cc1t;set3;((T1+d)+P1)+P1;FALSE;0
Cc1t;set3;((T1+d)+P1)-T1;FALSE;0
Cc1t;set3;(T1+(P1+d))-P1;FALSE;0
Cc1t;set3;(T1+d)+(P1-d);FALSE;0
Cc1t;set3;((T1-d)+P1)+P1;FALSE;0
Cc1t;set3;(T1+P1)+(P1-d);FALSE;0
Cc1t;set3;T1+(d-(P1-d));FALSE;0
Cc1t;set3;((T1+d)-P1)+d;FALSE;0
Cc1t;set3;((T1+d)+T1)+P1;FALSE;0
Cc1t;set3;(T1+(P1-d))+T1;FALSE;0
Cc1t;set3;(T1+d)-(P1+d);FALSE;0
Cc1t;set3;(T1-(P1-d))+P1;FALSE;0
Cc1t;set3;(T1+(P1+d))-d;FALSE;0
Cc1t;set3;(T1-(P1-d))-d;FALSE;0
Cc1t;set3;((T1-d)-P1)+d;FALSE;0
Cc1t;set3;P1+((T1+d)-T1);FALSE;0
Cc1t;set3;P1-((T1-P1)-d);FALSE;0
Cc1t;set3;(T1-(T1-P1))+d;FALSE;0
Cc1t;set3;((T1+d)-P1)-P1;FALSE;0
Tc3p;set0;T1+d;TRUE;4
Tc3p;set0;T1+P1;FALSE;3
Tc3p;set0;T1-P1;TRUE;4
Tc3p;set0;P1+d;TRUE;8
Tc3p;set0;T1-d;TRUE;96
Tc3p;set1;T1+(P1+d);FALSE;0
Tc3p;set1;(T1+d)+P1;FALSE;0
Tc3p;set1;(T1+P1)-d;FALSE;33
Tc3p;set1;T1-(P1-d);TRUE;0
Tc3p;set1;(T1+d)-P1;TRUE;0
Tc3p;set1;(T1-P1)-d;TRUE;7
Tc3p;set1;(T1-P1)+d;TRUE;3
Tc3p;set1;(T1-d)+P1;FALSE;1
Tc3p;set1;T1+(P1-d);FALSE;0
Tc3p;set1;(T1+P1)+d;FALSE;1
Tc3p;set1;(T1-d)-P1;TRUE;15
Tc3p;set1;T1-(P1+d);FALSE;0
Tc3p;set2;T1+(T1-d);FALSE;0
Tc3p;set2;P1+(P1-d);FALSE;0
Tc3p;set2;(T1-d)-d;TRUE;0
Tc3p;set2;(P1-d)+d;FALSE;0
Tc3p;set2;(T1+d)-d;FALSE;5
Tc3p;set2;T1-(T1-d);TRUE;0
Tc3p;set2;(T1+P1)-P1;FALSE;0
Tc3p;set2;(T1+P1)-T1;TRUE;0
Tc3p;set2;(T1+P1)+T1;FALSE;0
Tc3p;set2;(P1-d)-d;FALSE;0
Tc3p;set2;(T1+P1)+P1;FALSE;0
Tc3p;set2;T1-(T1-P1);TRUE;1
Tc3p;set2;(T1-P1)-P1;TRUE;0
Tc3p;set2;(T1-P1)+P1;FALSE;0
Tc3p;set2;(T1+d)+d;FALSE;0
Tc3p;set2;(P1+d)+P1;FALSE;0
Tc3p;set2;(T1+d)-T1;TRUE;0
Tc3p;set2;P1-(P1-d);TRUE;1
Tc3p;set2;(P1+d)-P1;FALSE;0
Tc3p;set2;(T1-d)+d;FALSE;0
Tc3p;set2;(P1+d)+d;FALSE;0
Tc3p;set2;T1+(T1-P1);FALSE;0
Tc3p;set2;(P1+d)-d;FALSE;2
Tc3p;set2;(T1+d)+T1;FALSE;0
Tc3p;set3;(T1+d)+(T1-P1);FALSE;0
Tc3p;set3;((T1-d)+P1)+d;FALSE;0
Tc3p;set3;T1-((P1+d)-d);FALSE;0
Tc3p;set3;T1+((P1+d)-P1);FALSE;0
Tc3p;set3;(T1+P1)-(P1-d);FALSE;0
Tc3p;set3;T1-((P1+d)-P1);FALSE;0
Tc3p;set3;(T1+(T1-P1))+d;FALSE;0
Tc3p;set3;P1-(T1-(P1+d));FALSE;0
Tc3p;set3;(T1-d)+(T1-P1);FALSE;0
Tc3p;set3;T1+((T1+d)-P1);FALSE;0
Tc3p;set3;((T1+P1)+T1)-d;FALSE;0
Tc3p;set3;T1+(P1+(P1-d));FALSE;0
Tc3p;set3;((T1+d)+P1)+d;FALSE;0
Tc3p;set3;T1+((P1+d)+d);FALSE;0
Tc3p;set3;(T1+P1)+(T1-d);FALSE;0
Tc3p;set3;(T1+d)+(P1+d);FALSE;0
Tc3p;set3;T1+((P1+d)-d);FALSE;0
Tc3p;set3;(T1+P1)-(T1+d);FALSE;0
Tc3p;set3;((T1-P1)+d)-d;FALSE;0
Tc3p;set3;((T1-P1)+P1)-d;FALSE;0
Tc3p;set3;P1+(T1-(T1-d));FALSE;0
Tc3p;set3;(T1+P1)+(P1+d);FALSE;0
Tc3p;set3;((T1+P1)+d)+d;FALSE;0
Tc3p;set3;(T1-(P1-d))+d;FALSE;0
Tc3p;set3;(T1+(P1-d))-T1;FALSE;0
Tc3p;set3;P1-((T1-d)-P1);FALSE;0
Tc3p;set3;((T1-d)+P1)-P1;FALSE;0
Tc3p;set3;((T1-d)-P1)-d;FALSE;0
Tc3p;set3;((P1+d)+P1)+T1;FALSE;0
Tc3p;set3;T1+(P1-(P1-d));FALSE;0
Tc3p;set3;(T1-d)-(P1-d);TRUE;0
Tc3p;set3;(T1-P1)-(P1-d);TRUE;0
Tc3p;set3;T1-((P1+d)+d);FALSE;0
Tc3p;set3;((T1+d)+T1)-P1;FALSE;0
Tc3p;set3;(T1+(P1+d))+P1;FALSE;0
Tc3p;set3;(T1+(P1+d))-T1;FALSE;0
Tc3p;set3;T1+(T1-(P1+d));FALSE;0
Tc3p;set3;P1+((T1-P1)-d);FALSE;1
Tc3p;set3;((T1-P1)+d)-P1;FALSE;0
Tc3p;set3;((T1+P1)+T1)+d;FALSE;0
Tc3p;set3;((T1+d)+d)+P1;FALSE;0
Tc3p;set3;(T1-(P1+d))+d;FALSE;0
Tc3p;set3;(T1-P1)+(P1-d);FALSE;0
Tc3p;set3;((T1+d)-d)+P1;FALSE;0
Tc3p;set3;((T1-d)+P1)-d;FALSE;0
Tc3p;set3;(T1+P1)-(P1+d);FALSE;0
Tc3p;set3;((T1+P1)+P1)-d;FALSE;0
Tc3p;set3;T1+((T1-P1)-d);FALSE;0
Tc3p;set3;(T1+(P1+d))+d;FALSE;0
Tc3p;set3;((T1-d)-d)-P1;FALSE;0
Tc3p;set3;((T1+P1)-P1)-d;TRUE;0
Tc3p;set3;T1-((T1-P1)+d);FALSE;0
Tc3p;set3;T1-(T1-(P1+d));FALSE;0
Tc3p;set3;d+((T1-P1)-P1);FALSE;0
Tc3p;set3;((T1+P1)+d)+T1;FALSE;0
Tc3p;set3;((T1+P1)-d)+T1;FALSE;0
Tc3p;set3;T1+((P1-d)-d);FALSE;0
Tc3p;set3;(T1+(T1-d))-P1;FALSE;0
Tc3p;set3;((T1+d)+P1)-P1;FALSE;0
Tc3p;set3;T1-((P1-d)-d);FALSE;0
Tc3p;set3;((T1+d)-P1)+P1;FALSE;0
Tc3p;set3;((T1-d)+P1)+T1;FALSE;0
Tc3p;set3;((T1+P1)-d)+P1;FALSE;0
Tc3p;set3;((T1+P1)+d)-T1;TRUE;0
Tc3p;set3;(T1-d)+(P1-d);FALSE;0
Tc3p;set3;((T1-P1)+d)+d;FALSE;0
Tc3p;set3;(T1-(T1-P1))-d;TRUE;0
Tc3p;set3;((T1-P1)-d)+d;FALSE;0
Tc3p;set3;T1-((T1+d)-P1);FALSE;0
Tc3p;set3;(T1+(P1-d))+d;FALSE;0
Tc3p;set3;((T1+P1)-d)-T1;TRUE;0
Tc3p;set3;((T1+P1)-T1)+d;FALSE;0
Tc3p;set3;T1-(T1-(P1-d));FALSE;0
Tc3p;set3;T1-(P1-(P1-d));FALSE;0
Tc3p;set3;((T1-d)+d)+P1;FALSE;0
Tc3p;set3;((T1+d)+P1)+T1;FALSE;0
Tc3p;set3;(T1-(P1+d))-d;FALSE;0
Tc3p;set3;((P1+d)+P1)-T1;FALSE;0
Tc3p;set3;((T1+d)-d)-P1;FALSE;0
Tc3p;set3;(T1+(P1-d))+P1;FALSE;0
Tc3p;set3;((T1-P1)+d)+P1;FALSE;0
Tc3p;set3;(T1-d)-(P1+d);FALSE;0
Tc3p;set3;(T1+d)-(T1-P1);TRUE;0
Tc3p;set3;P1+((T1-d)-P1);FALSE;0
Tc3p;set3;(T1+P1)-(T1-d);TRUE;0
Tc3p;set3;(P1+d)-(T1-P1);TRUE;0
Tc3p;set3;P1-(T1-(T1-d));TRUE;0
Tc3p;set3;((T1+P1)-d)-P1;TRUE;0
Tc3p;set3;T1+((T1-P1)+d);FALSE;0
Tc3p;set3;((T1-d)+P1)-T1;FALSE;0
Tc3p;set3;d-((T1-P1)-P1);TRUE;0
Tc3p;set3;P1+(T1-(P1+d));FALSE;0
Tc3p;set3;P1-((T1+d)-T1);FALSE;0
Tc3p;set3;((T1+P1)+P1)+d;FALSE;0
Tc3p;set3;(T1+(P1-d))-P1;FALSE;0
Tc3p;set3;((T1+P1)+d)-P1;FALSE;0
Tc3p;set3;T1-((T1-d)-P1);FALSE;0
Tc3p;set3;(T1+(T1-P1))-d;FALSE;0
Tc3p;set3;((T1-P1)-d)-d;TRUE;0
Tc3p;set3;(T1+d)+(P1-d);FALSE;0
Tc3p;set3;((T1+P1)-T1)-d;FALSE;0
Tc3p;set3;((T1+P1)-d)+d;FALSE;0
Tc3p;set3;((T1+P1)-P1)+d;FALSE;0
Tc3p;set3;((T1-d)-d)+P1;FALSE;0
Tc3p;set3;(T1-(P1-d))-P1;FALSE;0
Tc3p;set3;((T1+d)-P1)-d;FALSE;0
Tc3p;set3;T1-(P1+(P1-d));FALSE;0
Tc3p;set3;(T1-d)+(P1+d);FALSE;0
Tc3p;set3;(T1+P1)+(T1+d);FALSE;0
Tc3p;set3;(T1+(P1+d))+T1;FALSE;0
Tc3p;set3;((T1-P1)+P1)+d;FALSE;0
Tc3p;set3;T1+(T1-(P1-d));FALSE;0
Tc3p;set3;T1+((T1-d)-P1);FALSE;0
Tc3p;set3;(T1+d)-(P1-d);FALSE;0
Tc3p;set3;((T1+P1)+d)-d;FALSE;0
Tc3p;set3;((T1+P1)-d)-d;FALSE;0
Tc3p;set3;(P1+d)+(T1-P1);FALSE;0
Tc3p;set3;(T1+(T1-d))+P1;FALSE;0
Tc3p;set3;(T1+(P1-d))-d;FALSE;0
Tc3p;set3;((T1+P1)+d)+P1;FALSE;0
Tc3p;set3;((T1+d)+d)-P1;FALSE;0
Tc3p;set3;((T1+d)+P1)-d;FALSE;0
Tc3p;set3;((T1-d)+d)-P1;FALSE;0
Tc3p;set3;T1-((T1-P1)-d);TRUE;0
Tc3p;set3;((T1+d)+P1)+P1;FALSE;0
Tc3p;set3;((T1+d)+P1)-T1;FALSE;0
Tc3p;set3;(T1+(P1+d))-P1;FALSE;0
Tc3p;set3;T1+((P1-d)+d);FALSE;0
