problem;set;formula;selected;occurrences
Tc4p;set3;T1+(P1+(P1-d));FALSE;0
Tc4p;set3;((T1+d)+P1)+d;FALSE;0
Tc4p;set3;T1+((P1+d)+d);FALSE;0
Tc4p;set3;(T1+P1)+(T1-d);FALSE;0
Tc4p;set3;(T1+(T1-d))+P1;FALSE;0
Tc4p;set3;T1+((P1+d)-d);FALSE;0
Tc4p;set3;(T1+P1)-(T1+d);FALSE;0
Tc4p;set3;((T1-P1)+d)-d;FALSE;0
Tc4p;set3;((T1-P1)+P1)-d;FALSE;0
Tc4p;set3;P1+(T1-(T1-d));FALSE;0
Tc4p;set3;(T1+P1)+(P1+d);FALSE;0
Tc4p;set3;((T1+P1)+d)+d;FALSE;0
Tc4p;set3;((T1+P1)-d)+T1;FALSE;0
Tc4p;set3;(T1-(P1-d))+d;FALSE;0
Tc4p;set3;(T1+(P1-d))-T1;FALSE;0
Tc4p;set3;T1-(d+(P1-d));FALSE;0
Tc4p;set3;P1-((T1-d)-P1);FALSE;0
Tc4p;set3;((T1-d)+P1)-P1;FALSE;0
Tc4p;set3;((T1-d)-P1)-d;FALSE;0
Tc4p;set3;((P1+d)+P1)+T1;FALSE;0
Tc4p;set3;T1+(P1-(P1-d));FALSE;0
Tc4p;set3;(T1-d)-(P1-d);TRUE;0
Tc4p;set3;(T1-P1)-(P1-d);TRUE;0
Tc4p;set3;T1-((P1+d)+d);FALSE;0
Tc4p;set3;((T1+d)+T1)-P1;FALSE;0
Tc4p;set3;(T1+(P1+d))+P1;FALSE;0
Tc4p;set3;(T1+(P1+d))-T1;FALSE;0
Tc4p;set3;T1+(T1-(P1+d));FALSE;0
Tc4p;set3;P1+((T1-P1)-d);FALSE;1
Tc4p;set3;((T1-P1)+d)-P1;FALSE;0
Tc4p;set3;((T1+P1)+T1)+d;FALSE;0
Tc4p;set3;((T1+d)+d)+P1;FALSE;0
Tc4p;set3;(T1-(P1+d))+d;FALSE;0
Tc4p;set3;(T1-P1)+(P1-d);FALSE;1
Tc4p;set3;((T1+d)-d)+P1;FALSE;0
Tc4p;set3;((T1-d)+P1)-d;FALSE;0
Tc4p;set3;(T1+P1)-(P1+d);FALSE;0
Tc4p;set3;((T1+P1)+P1)-d;FALSE;0
Tc4p;set3;T1+((T1-P1)-d);FALSE;0
Tc4p;set3;(T1+(P1+d))+d;FALSE;0
Tc4p;set3;((T1-d)-d)-P1;FALSE;0
Tc4p;set3;((T1+P1)-P1)-d;TRUE;0
Tc4p;set3;T1+(d+(P1-d));FALSE;0
Tc4p;set3;T1-((T1-P1)+d);FALSE;0
Tc4p;set3;T1-(T1-(P1+d));FALSE;0
Tc4p;set3;d+((T1-P1)-P1);FALSE;0
Tc4p;set3;((T1+d)+P1)+T1;FALSE;0
Tc4p;set3;(T1+d)+(P1+d);FALSE;0
Tc4p;set3;(T1+(T1-d))-P1;FALSE;0
Tc4p;set3;((T1+d)+P1)-P1;FALSE;0
Tc4p;set3;((T1+d)-P1)+P1;FALSE;0
Tc4p;set3;((T1-d)+P1)+T1;FALSE;0
Tc4p;set3;((T1+P1)-d)+P1;FALSE;0
Tc4p;set3;((T1+P1)+d)-T1;TRUE;0
Tc4p;set3;(T1-d)+(P1-d);FALSE;0
Tc4p;set3;((T1-P1)+d)+d;FALSE;0
Tc4p;set3;(T1-(T1-P1))-d;FALSE;0
Tc4p;set3;((T1-P1)-d)+d;FALSE;0
Tc4p;set3;T1-((T1+d)-P1);FALSE;0
Tc4p;set3;T1-(d-(P1-d));FALSE;0
Tc4p;set3;(T1+(P1-d))+d;FALSE;0
Tc4p;set3;((T1+P1)-d)-T1;TRUE;0
Tc4p;set3;((T1+P1)-T1)+d;FALSE;0
Tc4p;set3;T1-(T1-(P1-d));FALSE;0
Tc4p;set3;T1-(P1-(P1-d));FALSE;0
Tc4p;set3;((T1-d)+d)+P1;FALSE;0
Tc4p;set3;((T1-P1)+d)+P1;FALSE;0
Tc4p;set3;((P1+d)+P1)-T1;FALSE;0
Tc4p;set3;((T1+d)-d)-P1;FALSE;0
Tc4p;set3;(T1+(P1-d))+P1;FALSE;0
Tc4p;set3;(T1-(P1+d))-d;FALSE;0
Tc4p;set3;(T1-d)-(P1+d);FALSE;0
Tc4p;set3;(T1+d)-(T1-P1);TRUE;0
Tc4p;set3;P1+((T1-d)-P1);FALSE;0
Tc4p;set3;(T1+P1)-(T1-d);TRUE;1
Tc4p;set3;(P1+d)-(T1-P1);TRUE;0
Tc4p;set3;P1-(T1-(T1-d));TRUE;0
Tc4p;set3;((T1+P1)-d)-P1;TRUE;0
Tc4p;set3;T1+((T1-P1)+d);FALSE;0
Tc4p;set3;((T1-d)+P1)-T1;FALSE;0
Tc4p;set3;d-((T1-P1)-P1);TRUE;0
Tc4p;set3;P1+(T1-(P1+d));FALSE;0
Tc4p;set3;P1-((T1+d)-T1);FALSE;0
Tc4p;set3;((T1+P1)+P1)+d;FALSE;0
Tc4p;set3;(T1+(P1-d))-P1;FALSE;0
Tc4p;set3;((T1+P1)+d)-P1;FALSE;0
Tc4p;set3;T1-((T1-d)-P1);FALSE;0
Tc4p;set3;(T1+(T1-P1))-d;FALSE;0
Tc4p;set3;((T1-P1)-d)-d;TRUE;0
Tc4p;set3;((T1+P1)-T1)-d;FALSE;0
Tc4p;set3;((T1+P1)-d)+d;FALSE;0
Tc4p;set3;((T1+P1)-P1)+d;FALSE;0
Tc4p;set3;((T1-d)-d)+P1;FALSE;0
Tc4p;set3;(T1-(P1-d))-P1;FALSE;0
Tc4p;set3;((T1+d)-P1)-d;FALSE;0
Tc4p;set3;T1-(P1+(P1-d));FALSE;0
Tc4p;set3;(T1-d)+(P1+d);FALSE;0
Tc4p;set3;(T1+P1)+(T1+d);FALSE;0
Tc4p;set3;(T1+(P1+d))+T1;FALSE;0
Tc4p;set3;((T1-P1)+P1)+d;FALSE;0
Tc4p;set3;T1+(T1-(P1-d));FALSE;0
Tc4p;set3;T1+((T1-d)-P1);FALSE;0
Tc4p;set3;(T1+d)-(P1-d);FALSE;0
Tc4p;set3;((T1+P1)+d)-d;FALSE;0
Tc4p;set3;((T1+P1)-d)-d;FALSE;0
Tc4p;set3;(P1+d)+(T1-P1);FALSE;0
Tc4p;set3;((T1+P1)+d)+T1;FALSE;0
Tc4p;set3;(T1+(P1-d))-d;FALSE;0
Tc4p;set3;((T1+P1)+d)+P1;FALSE;0
Tc4p;set3;((T1+d)+d)-P1;FALSE;0
Tc4p;set3;((T1+d)+P1)-d;FALSE;0
Tc4p;set3;((T1-d)+d)-P1;FALSE;0
Tc4p;set3;T1-((T1-P1)-d);TRUE;0
Tc4p;set3;((T1+d)+P1)+P1;FALSE;0
Tc4p;set3;((T1+d)+P1)-T1;FALSE;0
Tc4p;set3;(T1+(P1+d))-P1;FALSE;0
Tc4p;set3;(T1+d)+(P1-d);FALSE;0
Tc4p;set3;((T1-d)+P1)+P1;FALSE;0
Tc4p;set3;(T1+P1)+(P1-d);FALSE;0
Tc4p;set3;T1+(d-(P1-d));FALSE;0
Tc4p;set3;((T1+d)-P1)+d;FALSE;0
Tc4p;set3;((T1+d)+T1)+P1;FALSE;0
Tc4p;set3;(T1+(P1-d))+T1;FALSE;0
Tc4p;set3;(T1+d)-(P1+d);FALSE;0
Tc4p;set3;(T1-(P1-d))+P1;FALSE;0
Tc4p;set3;(T1+(P1+d))-d;FALSE;0
Tc4p;set3;(T1-(P1-d))-d;FALSE;0
Tc4p;set3;((T1-d)-P1)+d;FALSE;0
Tc4p;set3;P1+((T1+d)-T1);FALSE;0
Tc4p;set3;P1-((T1-P1)-d);TRUE;0
Tc4p;set3;(T1-(T1-P1))+d;FALSE;0
Tc4p;set3;((T1+d)-P1)-P1;FALSE;0
Cc2p;set0;T1+d;TRUE;0
Cc2p;set0;T1+P1;FALSE;1
Cc2p;set0;T1-P1;FALSE;11
Cc2p;set0;P1+d;FALSE;1
Cc2p;set0;T1-d;TRUE;55
Cc2p;set1;T1+(P1+d);FALSE;0
Cc2p;set1;(T1+d)+P1;FALSE;0
Cc2p;set1;(T1+P1)-d;FALSE;4
Cc2p;set1;T1-(P1-d);FALSE;0
Cc2p;set1;(T1+d)-P1;FALSE;0
Cc2p;set1;(T1-P1)-d;TRUE;20
Cc2p;set1;(T1-P1)+d;FALSE;1
Cc2p;set1;(T1-d)+P1;FALSE;0
Cc2p;set1;T1+(P1-d);FALSE;0
Cc2p;set1;(T1+P1)+d;FALSE;1
Cc2p;set1;(T1-d)-P1;TRUE;12
Cc2p;set1;T1-(P1+d);FALSE;0
Cc2p;set2;T1+(T1-d);FALSE;0
Cc2p;set2;P1+(P1-d);FALSE;0
Cc2p;set2;(T1-d)-d;TRUE;2
Cc2p;set2;(P1-d)+d;FALSE;0
Cc2p;set2;(T1+d)-d;TRUE;0
Cc2p;set2;T1-(T1-d);TRUE;0
Cc2p;set2;(T1+P1)-P1;FALSE;0
Cc2p;set2;(T1+P1)-T1;FALSE;0
Cc2p;set2;(T1+P1)+T1;FALSE;0
Cc2p;set2;(P1-d)-d;FALSE;0
Cc2p;set2;(T1+P1)+P1;FALSE;0
Cc2p;set2;T1-(T1-P1);FALSE;2
Cc2p;set2;(T1-P1)-P1;FALSE;0
Cc2p;set2;(T1-P1)+P1;FALSE;0
Cc2p;set2;(T1+d)+d;FALSE;0
Cc2p;set2;(P1+d)+P1;FALSE;0
Cc2p;set2;(T1+d)-T1;TRUE;0
Cc2p;set2;P1-(P1-d);FALSE;0
Cc2p;set2;(P1+d)-P1;FALSE;0
Cc2p;set2;(T1-d)+d;FALSE;0
Cc2p;set2;(P1+d)+d;FALSE;0
Cc2p;set2;T1+(T1-P1);FALSE;0
Cc2p;set2;(P1+d)-d;FALSE;0
Cc2p;set2;(T1+d)+T1;FALSE;0
Cc2p;set3;(T1+d)+(T1-P1);FALSE;0
Cc2p;set3;((T1-d)+P1)+d;FALSE;0
Cc2p;set3;T1-((P1+d)-d);FALSE;0
Cc2p;set3;T1+((P1+d)-P1);FALSE;0
Cc2p;set3;(T1+P1)-(P1-d);FALSE;0
Cc2p;set3;T1-((P1+d)-P1);FALSE;0
Cc2p;set3;(T1+(T1-P1))+d;FALSE;0
Cc2p;set3;((T1+P1)-d)-d;TRUE;0
Cc2p;set3;(T1-d)+(T1-P1);FALSE;1
Cc2p;set3;T1+((T1+d)-P1);FALSE;0
Cc2p;set3;((T1-d)-P1)+P1;FALSE;0
Cc2p;set3;((T1+P1)+T1)-d;FALSE;0
Cc2p;set3;T1+(P1+(P1-d));FALSE;0
Cc2p;set3;((T1+d)+P1)+d;FALSE;0
Cc2p;set3;T1+((P1+d)+d);FALSE;0
Cc2p;set3;T1-((P1+d)+P1);FALSE;0
Cc2p;set3;(T1+P1)+(T1-d);FALSE;0
Cc2p;set3;T1+((P1+d)-d);FALSE;0
Cc2p;set3;(T1+P1)-(T1+d);FALSE;0
Cc2p;set3;((T1-P1)+d)-d;FALSE;0
Cc2p;set3;(T1-(P1+d))+P1;FALSE;0
Cc2p;set3;((T1-P1)+P1)-d;FALSE;0
Cc2p;set3;P1+(T1-(T1-d));FALSE;0
Cc2p;set3;(T1+P1)+(P1+d);FALSE;0
Cc2p;set3;((T1+P1)+d)+d;FALSE;0
Cc2p;set3;(T1-(P1-d))+d;FALSE;0
Cc2p;set3;(T1+(P1-d))-T1;FALSE;0
Cc2p;set3;T1+((P1+d)+P1);FALSE;0
Cc2p;set3;((T1+d)+d)-P1;FALSE;0
Cc2p;set3;((T1-d)+P1)-P1;FALSE;0
Cc2p;set3;((T1-d)-P1)-d;FALSE;0
Cc2p;set3;T1+(P1-(P1-d));FALSE;0
Cc2p;set3;(T1-d)-(P1-d);FALSE;0
Cc2p;set3;T1+((P1-d)-d);FALSE;0
Cc2p;set3;(T1-P1)-(P1-d);FALSE;0
Cc2p;set3;((T1-P1)-d)-P1;FALSE;0
Cc2p;set3;T1-((P1+d)+d);FALSE;0
Cc2p;set3;((T1+d)+T1)-P1;FALSE;0
Cc2p;set3;((T1+P1)-T1)+d;FALSE;0
Cc2p;set3;(T1+(P1+d))+P1;FALSE;0
Cc2p;set3;(T1+(P1+d))-T1;FALSE;0
Cc2p;set3;T1+(T1-(P1+d));FALSE;0
Cc2p;set3;((T1-P1)+d)-P1;FALSE;0
Cc2p;set3;((T1+P1)+T1)+d;FALSE;0
Cc2p;set3;((T1+d)+d)+P1;FALSE;0
Cc2p;set3;(T1-(P1+d))+d;FALSE;0
Cc2p;set3;(T1-P1)+(P1-d);FALSE;7
Cc2p;set3;((T1+d)-d)+P1;FALSE;0
Cc2p;set3;((T1-d)+P1)-d;FALSE;0
Cc2p;set3;(T1+P1)-(P1+d);FALSE;0
Cc2p;set3;((T1+P1)+P1)-d;FALSE;0
Cc2p;set3;T1+((T1-P1)-d);FALSE;0
Cc2p;set3;(T1+(P1+d))+d;FALSE;0
Cc2p;set3;((T1-d)-d)-P1;FALSE;0
Cc2p;set3;((T1+P1)-P1)-d;FALSE;0
Cc2p;set3;(T1-(P1+d))-P1;FALSE;0
Cc2p;set3;T1-((T1-P1)+d);FALSE;0
Cc2p;set3;T1-(T1-(P1+d));FALSE;0
Cc2p;set3;((T1+P1)+d)+T1;FALSE;0
Cc2p;set3;((T1+P1)-d)+T1;FALSE;0
Cc2p;set3;(T1+(P1-d))+P1;FALSE;0
Cc2p;set3;(T1+(T1-d))-P1;FALSE;0
Cc2p;set3;((T1+d)+P1)-P1;FALSE;0
Cc2p;set3;T1-((P1-d)-d);FALSE;0
Cc2p;set3;((T1+d)-P1)+P1;FALSE;0
Cc2p;set3;((T1-d)+P1)+T1;FALSE;0
Cc2p;set3;((T1+P1)-d)+P1;FALSE;0
Cc2p;set3;((T1+P1)+d)-T1;TRUE;0
Cc2p;set3;(T1-d)+(P1-d);FALSE;0
Cc2p;set3;((T1-P1)+d)+d;FALSE;0
Cc2p;set3;(T1-(T1-P1))-d;TRUE;0
Cc2p;set3;((T1-P1)-d)+d;FALSE;0
Cc2p;set3;T1-((T1+d)-P1);FALSE;0
Cc2p;set3;(T1+(P1-d))+d;FALSE;0
Cc2p;set3;((T1+P1)-d)-T1;TRUE;0
Cc2p;set3;(T1-P1)+(P1+d);FALSE;0
Cc2p;set3;T1-(T1-(P1-d));FALSE;0
Cc2p;set3;((T1-P1)-P1)-d;FALSE;0
Cc2p;set3;T1-(P1-(P1-d));FALSE;0
Cc2p;set3;((T1-d)+d)+P1;FALSE;0
Cc2p;set3;((T1+d)+P1)+T1;FALSE;0
Cc2p;set3;(T1-(P1+d))-d;FALSE;0
Cc2p;set3;((T1-d)-P1)-P1;FALSE;0
Cc2p;set3;((T1+d)-d)-P1;FALSE;0
Cc2p;set3;(T1+d)+(P1+d);FALSE;0
Cc2p;set3;((T1-P1)+d)+P1;FALSE;0
Cc2p;set3;(T1-d)-(P1+d);FALSE;1
Cc2p;set3;(T1+d)-(T1-P1);TRUE;0
Cc2p;set3;(T1+P1)-(T1-d);FALSE;0
Cc2p;set3;(T1+P1)+(P1-d);FALSE;0
Cc2p;set3;P1-(T1-(T1-d));TRUE;0
Cc2p;set3;((T1+P1)-d)-P1;TRUE;0
Cc2p;set3;T1+((T1-P1)+d);FALSE;0
Cc2p;set3;((T1-d)+P1)-T1;FALSE;0
Cc2p;set3;((T1+d)-P1)-d;FALSE;0
Cc2p;set3;P1-((T1+d)-T1);TRUE;0
Cc2p;set3;((T1+P1)+P1)+d;FALSE;0
Cc2p;set3;(T1+(P1-d))-P1;FALSE;0
Cc2p;set3;((T1+P1)+d)-P1;FALSE;0
Cc2p;set3;T1-((T1-d)-P1);FALSE;0
Cc2p;set3;(T1+(T1-P1))-d;FALSE;0
Cc2p;set3;((T1-P1)-d)-d;FALSE;0
Cc2p;set3;(T1+d)+(P1-d);FALSE;0
Cc2p;set3;((T1+P1)-T1)-d;FALSE;0
Cc2p;set3;((T1+P1)-d)+d;FALSE;0
Cc2p;set3;((T1+P1)-P1)+d;FALSE;0
Cc2p;set3;((T1-d)-d)+P1;FALSE;0
Cc2p;set3;(T1-(P1-d))-P1;FALSE;0
Cc2p;set3;((T1+P1)+d)-d;FALSE;0
Cc2p;set3;T1-(P1+(P1-d));FALSE;0
Cc2p;set3;(T1-d)+(P1+d);FALSE;0
Cc2p;set3;(T1+P1)+(T1+d);FALSE;0
Cc2p;set3;(T1+(P1+d))+T1;FALSE;0
Cc2p;set3;((T1-P1)+P1)+d;FALSE;0
Cc2p;set3;T1+(T1-(P1-d));FALSE;0
Cc2p;set3;T1+((T1-d)-P1);FALSE;0
Cc2p;set3;(T1-P1)-(P1+d);FALSE;0
Cc2p;set3;(T1+d)-(P1-d);FALSE;0
Cc2p;set3;((T1+d)+P1)-d;FALSE;0
Cc2p;set3;(T1+(T1-d))+P1;FALSE;0
Cc2p;set3;(T1+(P1-d))-d;FALSE;0
Cc2p;set3;((T1+P1)+d)+P1;FALSE;0
Cc2p;set3;((T1-P1)-P1)+d;FALSE;0
Cc2p;set3;((T1-d)+d)-P1;FALSE;0
Cc2p;set3;T1-((T1-P1)-d);FALSE;0
Cc2p;set3;((T1+d)+P1)+P1;FALSE;0
Cc2p;set3;((T1-P1)-d)+P1;FALSE;0
Cc2p;set3;((T1+d)+P1)-T1;FALSE;0
Cc2p;set3;(T1+(P1+d))-P1;FALSE;0
Cc2p;set3;T1+((P1-d)+d);FALSE;0
Cc2p;set3;((T1-d)+P1)+P1;FALSE;0
Cc2p;set3;((T1+d)-P1)+d;FALSE;0
Cc2p;set3;((T1+d)+T1)+P1;FALSE;0
Cc2p;set3;(T1+(P1-d))+T1;FALSE;0
Cc2p;set3;(T1+d)-(P1+d);FALSE;0
Cc2p;set3;(T1-(P1-d))+P1;FALSE;0
Cc2p;set3;(T1+(P1+d))-d;FALSE;0
Cc2p;set3;T1-((P1-d)+d);FALSE;0
Cc2p;set3;(T1-(P1-d))-d;FALSE;0
Cc2p;set3;((T1-d)-P1)+d;FALSE;0
Cc2p;set3;P1+((T1+d)-T1);FALSE;0
Cc2p;set3;(T1-(T1-P1))+d;FALSE;0
Cc2p;set3;((T1+d)-P1)-P1;FALSE;0
Tc2p;set0;T1+d;TRUE;1
Tc2p;set0;T1+P1;FALSE;0
Tc2p;set0;T1-P1;TRUE;5
Tc2p;set0;P1+d;TRUE;0
Tc2p;set0;T1-d;TRUE;119
Tc2p;set1;T1+(P1+d);FALSE;0
Tc2p;set1;(T1+d)+P1;FALSE;0
Tc2p;set1;(T1+P1)-d;FALSE;8
Tc2p;set1;T1-(P1-d);TRUE;0
Tc2p;set1;(T1+d)-P1;TRUE;0
Tc2p;set1;(T1-P1)-d;TRUE;15
Tc2p;set1;(T1-P1)+d;TRUE;4
Tc2p;set1;(T1-d)+P1;FALSE;1
Tc2p;set1;T1+(P1-d);FALSE;0
Tc2p;set1;(T1+P1)+d;FALSE;0
Tc2p;set1;(T1-d)-P1;TRUE;4
Tc2p;set1;T1-(P1+d);FALSE;1
Tc2p;set2;T1+(T1-d);FALSE;0
Tc2p;set2;P1+(P1-d);FALSE;0
Tc2p;set2;(T1-d)-d;FALSE;0
Tc2p;set2;(P1-d)+d;FALSE;0
Tc2p;set2;(T1+d)-d;FALSE;0
Tc2p;set2;T1-(T1-d);TRUE;0
Tc2p;set2;(T1+P1)-P1;FALSE;0
Tc2p;set2;(T1+P1)-T1;TRUE;0
Tc2p;set2;(T1+P1)+T1;FALSE;0
Tc2p;set2;(P1-d)-d;FALSE;0
Tc2p;set2;(T1+P1)+P1;FALSE;0
Tc2p;set2;T1-(T1-P1);TRUE;2
Tc2p;set2;(T1-P1)-P1;TRUE;0
Tc2p;set2;(T1-P1)+P1;FALSE;0
Tc2p;set2;(T1+d)+d;FALSE;0
Tc2p;set2;(P1+d)+P1;FALSE;0
Tc2p;set2;(T1+d)-T1;TRUE;0
Tc2p;set2;P1-(P1-d);TRUE;0
Tc2p;set2;(P1+d)-P1;FALSE;0
Tc2p;set2;(T1-d)+d;FALSE;0
Tc2p;set2;(P1+d)+d;FALSE;0
Tc2p;set2;T1+(T1-P1);FALSE;0
Tc2p;set2;(P1+d)-d;FALSE;0
Tc2p;set2;(T1+d)+T1;FALSE;0
Tc2p;set3;(T1+d)+(T1-P1);FALSE;0
Tc2p;set3;((T1-d)+P1)+d;FALSE;0
Tc2p;set3;T1-((P1+d)-d);FALSE;0
Tc2p;set3;T1+((P1+d)-P1);FALSE;0
Tc2p;set3;(T1+P1)-(P1-d);FALSE;0
Tc2p;set3;T1-((P1+d)-P1);FALSE;0
Tc2p;set3;(T1+(T1-P1))+d;FALSE;0
Tc2p;set3;((T1+P1)-d)-d;FALSE;0
Tc2p;set3;(T1-d)+(T1-P1);FALSE;0
Tc2p;set3;T1+((T1+d)-P1);FALSE;0
Tc2p;set3;((T1-d)-P1)+P1;FALSE;0
Tc2p;set3;((T1+P1)+T1)-d;FALSE;0
Tc2p;set3;T1+(P1+(P1-d));FALSE;0
Tc2p;set3;((T1+d)+P1)+d;FALSE;0
Tc2p;set3;T1+((P1+d)+d);FALSE;0
Tc2p;set3;T1-((P1+d)+P1);FALSE;0
Tc2p;set3;(T1+P1)+(T1-d);FALSE;0
Tc2p;set3;T1+((P1+d)-d);FALSE;0
Tc2p;set3;(T1+P1)-(T1+d);FALSE;0
Tc2p;set3;((T1-P1)+d)-d;FALSE;0
Tc2p;set3;(T1-(P1+d))+P1;FALSE;0
Tc2p;set3;((T1-P1)+P1)-d;FALSE;0
Tc2p;set3;P1+(T1-(T1-d));FALSE;0
Tc2p;set3;(T1+P1)+(P1+d);FALSE;0
Tc2p;set3;((T1+P1)+d)+d;FALSE;0
Tc2p;set3;(T1-(P1-d))+d;FALSE;0
Tc2p;set3;(T1+(P1-d))-T1;FALSE;0
Tc2p;set3;T1+((P1+d)+P1);FALSE;0
Tc2p;set3;((T1+d)+d)-P1;FALSE;0
Tc2p;set3;((T1-d)+P1)-P1;FALSE;0
Tc2p;set3;((T1-d)-P1)-d;FALSE;0
Tc2p;set3;T1+(P1-(P1-d));FALSE;0
Tc2p;set3;(T1-d)-(P1-d);TRUE;0
Tc2p;set3;T1+((P1-d)-d);FALSE;0
Tc2p;set3;(T1-P1)-(P1-d);TRUE;0
Tc2p;set3;((T1-P1)-d)-P1;TRUE;0
Tc2p;set3;T1-((P1+d)+d);FALSE;0
Tc2p;set3;((T1+d)+T1)-P1;FALSE;0
Tc2p;set3;((T1+P1)-T1)+d;FALSE;0
Tc2p;set3;(T1+(P1+d))+P1;FALSE;0
Tc2p;set3;(T1+(P1+d))-T1;FALSE;0
Tc2p;set3;T1+(T1-(P1+d));FALSE;0
Tc2p;set3;((T1-P1)+d)-P1;FALSE;0
Tc2p;set3;((T1+P1)+T1)+d;FALSE;0
Tc2p;set3;((T1+d)+d)+P1;FALSE;0
Tc2p;set3;(T1-(P1+d))+d;FALSE;0
Tc2p;set3;(T1-P1)+(P1-d);FALSE;5
Tc2p;set3;((T1+d)-d)+P1;FALSE;0
Tc2p;set3;((T1-d)+P1)-d;FALSE;0
Tc2p;set3;(T1+P1)-(P1+d);FALSE;0
Tc2p;set3;((T1+P1)+P1)-d;FALSE;0
Tc2p;set3;T1+((T1-P1)-d);FALSE;0
Tc2p;set3;(T1+(P1+d))+d;FALSE;0
Tc2p;set3;((T1-d)-d)-P1;FALSE;0
Tc2p;set3;((T1+P1)-P1)-d;TRUE;0
Tc2p;set3;(T1-(P1+d))-P1;FALSE;0
Tc2p;set3;T1-((T1-P1)+d);FALSE;0
Tc2p;set3;T1-(T1-(P1+d));FALSE;0
Tc2p;set3;((T1+P1)+d)+T1;FALSE;0
Tc2p;set3;((T1+P1)-d)+T1;FALSE;0
Tc2p;set3;(T1+(P1-d))+P1;FALSE;0
Tc2p;set3;(T1+(T1-d))-P1;FALSE;0
Tc2p;set3;((T1+d)+P1)-P1;FALSE;0
Tc2p;set3;T1-((P1-d)-d);FALSE;0
Tc2p;set3;((T1+d)-P1)+P1;FALSE;0
Tc2p;set3;((T1-d)+P1)+T1;FALSE;0
Tc2p;set3;((T1+P1)-d)+P1;FALSE;0
Tc2p;set3;((T1+P1)+d)-T1;TRUE;0
Tc2p;set3;(T1-d)+(P1-d);FALSE;0
Tc2p;set3;((T1-P1)+d)+d;FALSE;0
Tc2p;set3;(T1-(T1-P1))-d;FALSE;0
Tc2p;set3;((T1-P1)-d)+d;FALSE;0
Tc2p;set3;T1-((T1+d)-P1);FALSE;0
Tc2p;set3;(T1+(P1-d))+d;FALSE;0
Tc2p;set3;((T1+P1)-d)-T1;TRUE;0
Tc2p;set3;(T1-P1)+(P1+d);FALSE;0
Tc2p;set3;T1-(T1-(P1-d));FALSE;0
Tc2p;set3;((T1-P1)-P1)-d;TRUE;0
Tc2p;set3;T1-(P1-(P1-d));FALSE;0
Tc2p;set3;((T1-d)+d)+P1;FALSE;0
Tc2p;set3;((T1+d)+P1)+T1;FALSE;0
Tc2p;set3;(T1-(P1+d))-d;FALSE;0
Tc2p;set3;((T1-d)-P1)-P1;FALSE;0
Tc2p;set3;((T1+d)-d)-P1;FALSE;0
Tc2p;set3;(T1+d)+(P1+d);FALSE;0
Tc2p;set3;((T1-P1)+d)+P1;FALSE;0
Tc2p;set3;(T1-d)-(P1+d);FALSE;0
Tc2p;set3;(T1+d)-(T1-P1);TRUE;0
Tc2p;set3;(T1+P1)-(T1-d);TRUE;0
Tc2p;set3;(T1+P1)+(P1-d);FALSE;0
Tc2p;set3;P1-(T1-(T1-d));TRUE;0
Tc2p;set3;((T1+P1)-d)-P1;TRUE;1
Tc2p;set3;T1+((T1-P1)+d);FALSE;0
Tc2p;set3;((T1-d)+P1)-T1;FALSE;0
Tc2p;set3;((T1+d)-P1)-d;FALSE;0
Tc2p;set3;P1-((T1+d)-T1);FALSE;0
Tc2p;set3;((T1+P1)+P1)+d;FALSE;0
Tc2p;set3;(T1+(P1-d))-P1;FALSE;0
Tc2p;set3;((T1+P1)+d)-P1;FALSE;0
Tc2p;set3;T1-((T1-d)-P1);FALSE;0
Tc2p;set3;(T1+(T1-P1))-d;FALSE;0
Tc2p;set3;((T1-P1)-d)-d;TRUE;0
Tc2p;set3;(T1+d)+(P1-d);FALSE;0
Tc2p;set3;((T1+P1)-T1)-d;FALSE;0
Tc2p;set3;((T1+P1)-d)+d;FALSE;0
Tc2p;set3;((T1+P1)-P1)+d;FALSE;0
Tc2p;set3;((T1-d)-d)+P1;FALSE;0
Tc2p;set3;(T1-(P1-d))-P1;FALSE;0
Tc2p;set3;((T1+P1)+d)-d;FALSE;1
Tc2p;set3;T1-(P1+(P1-d));FALSE;0
Tc2p;set3;(T1-d)+(P1+d);FALSE;0
Tc2p;set3;(T1+P1)+(T1+d);FALSE;0
Tc2p;set3;(T1+(P1+d))+T1;FALSE;0
Tc2p;set3;((T1-P1)+P1)+d;FALSE;0
Tc2p;set3;T1+(T1-(P1-d));FALSE;0
Tc2p;set3;T1+((T1-d)-P1);FALSE;0
Tc2p;set3;(T1-P1)-(P1+d);TRUE;0
Tc2p;set3;(T1+d)-(P1-d);FALSE;0
Tc2p;set3;((T1+d)+P1)-d;FALSE;0
Tc2p;set3;(T1+(T1-d))+P1;FALSE;0
Tc2p;set3;(T1+(P1-d))-d;FALSE;0
Tc2p;set3;((T1+P1)+d)+P1;FALSE;0
Tc2p;set3;((T1-P1)-P1)+d;TRUE;0
Tc2p;set3;((T1-d)+d)-P1;FALSE;0
Tc2p;set3;T1-((T1-P1)-d);TRUE;2
Tc2p;set3;((T1+d)+P1)+P1;FALSE;0
Tc2p;set3;((T1-P1)-d)+P1;FALSE;0
Tc2p;set3;((T1+d)+P1)-T1;FALSE;0
Tc2p;set3;(T1+(P1+d))-P1;FALSE;0
